url,name,price,value
https://eda.yandex.ru/retail/lenta/product/c8fe4607-bf62-45e6-865e-6aab82fd181f?placeSlug=giper_gwhxm,Мини-рулеты Яшкино Клубничные,17RUB,43г
https://eda.yandex.ru/retail/lenta/product/86aed236-06d5-4754-bd5d-6f71ececa612?placeSlug=giper_gwhxm,Пирожные эклеры Mirel крем-брюле,236RUB,180г
https://eda.yandex.ru/retail/lenta/product/fb67e347-e693-4053-a082-a40de95ca71a?placeSlug=giper_gwhxm,Набор шоколадных конфет Merci Ассорти ,250RUB,250г
https://eda.yandex.ru/retail/lenta/product/2d2bc74e-5426-42ae-92ac-528884954e08?placeSlug=giper_gwhxm,Набор конфет шоколадных Merci Ассорти с миндалём,278RUB,250г
https://eda.yandex.ru/retail/lenta/product/f4ca19d5-27f4-4d50-8383-d1600e88c5bf?placeSlug=giper_gwhxm,Набор конфет Toffifee Лесной орех в мягкой карамели с кремовой нугой и шоколадом,161RUB,125г
https://eda.yandex.ru/retail/lenta/product/5cb62b11-3c35-4bd8-a6d7-3829f312b456?placeSlug=giper_gwhxm,Набор конфет Merci Ассорти с начинкой шоколадный мусс,333RUB,210г
https://eda.yandex.ru/retail/lenta/product/e73ae119-3026-433c-b8c7-7107ab6e40bf?placeSlug=giper_gwhxm,Набор конфет РотФронт Птичье молоко,188RUB,200г
https://eda.yandex.ru/retail/lenta/product/58016d13-d70a-45da-8e18-9c494b0d8d17?placeSlug=giper_gwhxm,Набор шоколадных конфет Merci Ассорти Горький шоколад,278RUB,250г
https://eda.yandex.ru/retail/lenta/product/6ad0aba7-01ef-4832-aea3-2ea6cf59a1cb?placeSlug=giper_gwhxm,Конфеты Raffaello с цельным миндальным орехом в кокосовой обсыпке,300RUB,100г
https://eda.yandex.ru/retail/lenta/product/087d5321-ecbc-49e1-97c1-66d4262cefda?placeSlug=giper_gwhxm,Конфета Konfesta глазированная с кокосовой начинкой,107RUB,150г
https://eda.yandex.ru/retail/lenta/product/b859ae6e-f8f9-4681-9df2-32d8283a43bb?placeSlug=giper_gwhxm,Десерт Bonjour Souffle Классика,139RUB,232г
https://eda.yandex.ru/retail/lenta/product/4e41055a-977f-4772-938c-1b350ccfcc5d?placeSlug=giper_gwhxm,Набор конфет Raffaello,188RUB,70г
https://eda.yandex.ru/retail/lenta/product/98c34d1f-225c-4918-8c9f-2e5a04fdf50d?placeSlug=giper_gwhxm,Паста ореховая «Nutella»,416RUB,350г
https://eda.yandex.ru/retail/lenta/product/026f8ede-c732-4651-bb80-8b8036bc74d8?placeSlug=giper_gwhxm,Паста арахисовая Азбука продуктов без сахара,307RUB,340г
https://eda.yandex.ru/retail/lenta/product/23aae264-036f-486d-bac4-4877f73948a0?placeSlug=giper_gwhxm,Паста PORTO PIATTI с фундуком и какао 350г,247RUB,350г
https://eda.yandex.ru/retail/lenta/product/665465b2-9742-41a0-b1d4-c909d06faaff?placeSlug=giper_gwhxm,Паста арахисовая Nattys Crunchy хрустящая с кусочками арахиса и мёдом,321RUB,325г
https://eda.yandex.ru/retail/lenta/product/70119f71-09ea-4de7-9c8c-017b5affdcbe?placeSlug=giper_gwhxm,Паста арахисовая ЛЕНТА LIFE 250г,200RUB,250г
https://eda.yandex.ru/retail/lenta/product/a1fef7c1-b9ec-45f5-810f-ea288a4169bc?placeSlug=giper_gwhxm,Паста DELISSE Шоколадно-молочная 700г,300RUB,700г
https://eda.yandex.ru/retail/lenta/product/679fa67e-ba2e-48e1-bf48-ba707626f769?placeSlug=giper_gwhxm,Паста АП арахисовая с кусочками (без сахара),300RUB,340г
https://eda.yandex.ru/retail/lenta/product/58dbabb4-3f35-49db-8312-b6bcb3fb0947?placeSlug=giper_gwhxm,Паста шоколадная Bombbar Choco с фундуком без сахара,354RUB,150г
https://eda.yandex.ru/retail/lenta/product/54d0ac6a-e880-4bbc-8aab-ff6ff3f1b924?placeSlug=giper_gwhxm,Паста арахисовая ЛЕНТА EСО с курагой,200RUB,250г
https://eda.yandex.ru/retail/lenta/product/e22dd17b-d8b0-4f5b-a77e-22a57df68413?placeSlug=giper_gwhxm,Паста шоколадно-ореховая 365 ДНЕЙ 350г,129RUB,350г
https://eda.yandex.ru/retail/lenta/product/edbe24a4-4982-4483-bf36-417ee302b268?placeSlug=giper_gwhxm,Джем клубничный Махеевъ,99RUB,300г
https://eda.yandex.ru/retail/lenta/product/26b6c41b-e7f6-4ceb-84a1-7a6ab9de43f5?placeSlug=giper_gwhxm,Джем Махеевъ малиновый,106RUB,300г
https://eda.yandex.ru/retail/lenta/product/73e6c81c-ad10-4048-b7c7-180f2b023826?placeSlug=giper_gwhxm,Джем вишнёвый Махеевъ,99RUB,300г
https://eda.yandex.ru/retail/lenta/product/21d22352-6928-459d-bbb8-e8322f78ef33?placeSlug=giper_gwhxm,Мед натуральный РАЗНОТРАВИЕ,156RUB,500г
https://eda.yandex.ru/retail/lenta/product/af5c03df-a874-4237-91df-a39d4a697e95?placeSlug=giper_gwhxm,Варенье ЛЕНТА Малина,140RUB,370г
https://eda.yandex.ru/retail/lenta/product/a534092c-c45a-42a7-a36b-4fc81f76fee8?placeSlug=giper_gwhxm,Мед цветочный ЛЕНТА Майский натуральный,150RUB,500г
https://eda.yandex.ru/retail/lenta/product/dbf9b255-1c5d-4fb6-ba2a-d679f5b220d3?placeSlug=giper_gwhxm,Варенье ЛЕНТА LIFE Вишневое без сахара,214RUB,300г
https://eda.yandex.ru/retail/lenta/product/c4989477-b144-4f39-bc8d-3041379253a4?placeSlug=giper_gwhxm,Джем Махеевъ черника протертая с сахаром,106RUB,300г
https://eda.yandex.ru/retail/lenta/product/8d14019a-f7d9-422f-9bba-5444ab4fe5f2?placeSlug=giper_gwhxm,Джем Mr. Djemius Zero из абрикоса без сахара,289RUB,270г
https://eda.yandex.ru/retail/lenta/product/e5bf9593-d354-4b43-8631-0f2e434b6e19?placeSlug=giper_gwhxm,Мед липовый PREMIUM CLUB 350г,214RUB,350г
https://eda.yandex.ru/retail/lenta/product/d4151147-f851-49f5-9330-133d9730929c?placeSlug=giper_gwhxm,Пирожное бисквитное Медвежонок Барни с молочной начинкой 240г,193RUB,240г
https://eda.yandex.ru/retail/lenta/product/06a7cd30-599d-444b-83b9-95cf9d8ec82c?placeSlug=giper_gwhxm,Бисквитное пирожное в шоколадной глазури Kinder delice,79RUB,39г
https://eda.yandex.ru/retail/lenta/product/e58da0b1-0275-433c-9495-a12592bc49d4?placeSlug=giper_gwhxm,Пирожное бисквитное Медвежонок Барни с шоколадной начинкой 240г,193RUB,240г
https://eda.yandex.ru/retail/lenta/product/7e41135f-2d9b-44d7-a0ff-5e20ffdf24e5?placeSlug=giper_gwhxm,Пирожное бисквитное Kinder Delice Coconut с кокосовой начинкой 37г,71RUB,37г
https://eda.yandex.ru/retail/lenta/product/26af5c02-f687-4ebd-aac1-cd0e4756b57c?placeSlug=giper_gwhxm,Пирожное Timi бисквитное сливочное,19RUB,30г
https://eda.yandex.ru/retail/lenta/product/cada47a0-b555-47a0-b37c-fb267ccab586?placeSlug=giper_gwhxm,Пирожное Timi бисквитное малина со сливками,19RUB,33г
https://eda.yandex.ru/retail/lenta/product/ba7e88aa-9b08-471f-b817-eee0ab8d7b05?placeSlug=giper_gwhxm,Пирожное Confestory Конфик с какао и сливочным вкусом 30 г,23RUB,30г
https://eda.yandex.ru/retail/lenta/product/c908b9d2-42e7-4236-94e6-41d2be7fb356?placeSlug=giper_gwhxm,Десерт глазированный Ломтишка Акконд,167RUB,250г
https://eda.yandex.ru/retail/lenta/product/2eafb33c-1f41-4ab0-a20c-ebc684eef9db?placeSlug=giper_gwhxm,Пирожное Бисквитное Медвежонок Барни с Шоколадной начинкой,26RUB,30г
https://eda.yandex.ru/retail/lenta/product/4b2e26d6-1b2e-4aa9-83cb-02dd6c0353e5?placeSlug=giper_gwhxm,Пирожное бисквитное глазированное DOLCE ALBERO с кремом с цельным молоком без змж,50RUB,30г
https://eda.yandex.ru/retail/lenta/product/5858e0c6-efbe-45b8-9bdf-73190ea97099?placeSlug=giper_gwhxm,Мини-круассаны 7 Days с кремом Какао 105г,65RUB,105г
https://eda.yandex.ru/retail/lenta/product/5933ff5a-c264-48e8-b946-793cdf8c9d8c?placeSlug=giper_gwhxm,Мини-круассаны 7 Days С кремом Вареная сгущенка,57RUB,105г
https://eda.yandex.ru/retail/lenta/product/6226b1e7-8937-4a5a-8267-60fb051206ea?placeSlug=giper_gwhxm,Круассаны DELISSE с начинкой со вкусом вареной сгущенки 300г,107RUB,300г
https://eda.yandex.ru/retail/lenta/product/373faf9c-95c7-4d72-b09d-93c2c2992f6c?placeSlug=giper_gwhxm,Мини-маффины Delisse с шоколадным вкусом,145RUB,465г
https://eda.yandex.ru/retail/lenta/product/58ee2889-6510-4258-a64c-8962fe524765?placeSlug=giper_gwhxm,Круассаны DELISSE с начинкой со вкусом шоколада 300г,107RUB,300г
https://eda.yandex.ru/retail/lenta/product/2413db75-c34a-4d27-8bad-2bb8a0984787?placeSlug=giper_gwhxm,Маффины DELISSE Вареная сгущенка,140RUB,450г
https://eda.yandex.ru/retail/lenta/product/622ff352-8719-4ee8-a3f4-3a38175c950c?placeSlug=giper_gwhxm,Маффины DELISSE Клубничные ,140RUB,450г
https://eda.yandex.ru/retail/lenta/product/23c5ec1e-e671-4068-a82d-1b27f17df34b?placeSlug=giper_gwhxm,Маффины Delisse шоколадные,140RUB,450г
https://eda.yandex.ru/retail/lenta/product/6188bcc3-45dc-4313-bc56-6a44813da866?placeSlug=giper_gwhxm,Круассан Яшкино Итальянский с шоколадным кремом,26RUB,45г
https://eda.yandex.ru/retail/lenta/product/16080f5c-9af1-4212-91c6-e781bf22ca59?placeSlug=giper_gwhxm,Круассаны 7Days мини c кремом со вкусом ваниль,204RUB,265г
https://eda.yandex.ru/retail/lenta/product/34448a10-4a31-41ec-a805-629b3a92bbab?placeSlug=giper_gwhxm,Orbit White Нежная мята жевательная резинка без сахара 136г,34RUB,14г
https://eda.yandex.ru/retail/lenta/product/8a801f9e-8045-4b24-8177-dc9f2ee277f7?placeSlug=giper_gwhxm,Жевательная резинка Orbit White Bubblemint без сахара 136г,34RUB,14г
https://eda.yandex.ru/retail/lenta/product/00898eaf-9c9c-4e99-b7c7-d95c87440d84?placeSlug=giper_gwhxm,Жевательная резинка Orbit XXL сладкая мята,41RUB,20г
https://eda.yandex.ru/retail/lenta/product/ec85e6b8-fb87-473c-9de1-1c3a274c7f43?placeSlug=giper_gwhxm,Жевательная резинка Eclipse Ледяная вишня,38RUB,14г
https://eda.yandex.ru/retail/lenta/product/241cb6b6-0851-40b7-8579-bd362f702eec?placeSlug=giper_gwhxm,Жевательная резинка Dirol Colors XXL без сахара ассорти мятных вкусов,55RUB,19г
https://eda.yandex.ru/retail/lenta/product/754bcd90-e18a-49e8-9044-be4fbf69f941?placeSlug=giper_gwhxm,Жевательная резинка Five Electro Свежая мята без сахара,68RUB,31г
https://eda.yandex.ru/retail/lenta/product/8083b998-ad21-4a7a-a425-c80a11ebf2fb?placeSlug=giper_gwhxm,Жевательная резинка Wrigleys Spearmint,23RUB,13г
https://eda.yandex.ru/retail/lenta/product/cc016a87-d31f-43cc-9c1b-9bead0ef8817?placeSlug=giper_gwhxm,Жевательная резинка Dirol без сахара Мята 13.6 г,28RUB,14г
https://eda.yandex.ru/retail/lenta/product/43665259-4b28-4e5a-859d-7eba7b98af9f?placeSlug=giper_gwhxm,Жевательная резинка Five вкус Сладкие ягоды без сахара,66RUB,31г
https://eda.yandex.ru/retail/lenta/product/fc505fad-b06f-49a6-ac64-8f6d0b219b9e?placeSlug=giper_gwhxm,Жевательная резинка Eclipse Лесная ягода,38RUB,14г
https://eda.yandex.ru/retail/lenta/product/727b06bc-9bfb-4b91-a491-1f63ca13d261?placeSlug=giper_gwhxm,Козинак подсолнечный Тимоша,32RUB,150г
https://eda.yandex.ru/retail/lenta/product/73386b0d-67c2-42cf-8f38-55eb341b0f07?placeSlug=giper_gwhxm,Восточные сладости Тамле Чак-чак медовый,150RUB,300г
https://eda.yandex.ru/retail/lenta/product/08c1edd2-f0f4-40cb-b1ef-7308423039f9?placeSlug=giper_gwhxm,Рахат-лукум DELISSE Ароматный 250г,65RUB,250г
https://eda.yandex.ru/retail/lenta/product/5d63aa0b-b158-4460-9e9e-d94acdf76121?placeSlug=giper_gwhxm,Халва 365 дней подсолнечная,39RUB,250г
https://eda.yandex.ru/retail/lenta/product/94f981fe-0dbb-4fd3-980a-da3a06b21beb?placeSlug=giper_gwhxm,Чак-чак DELISSE Медовый 250г,107RUB,250г
https://eda.yandex.ru/retail/lenta/product/5e255117-4c6b-4723-91a0-4dd92bcacfbd?placeSlug=giper_gwhxm,Халва Тимоша подсолнечная с арахисом,65RUB,250г
https://eda.yandex.ru/retail/lenta/product/3b58616f-8234-452d-941e-999510d49576?placeSlug=giper_gwhxm,Воздушные зерна риса Вау Мяу! в сахарном сиропе,15RUB,30г
https://eda.yandex.ru/retail/lenta/product/fbe04642-d25e-402f-b931-0b6adf84a745?placeSlug=giper_gwhxm,Халва ЛЕНТА Кунжутно-арахисовая,97RUB,250г
https://eda.yandex.ru/retail/lenta/product/e03772a1-68f7-4a11-bb61-84e9b0fa81a2?placeSlug=giper_gwhxm,Щербет молочно-ореховый Тимоша,92RUB,250г
https://eda.yandex.ru/retail/lenta/product/36c3de46-7ae0-4d2e-ac7e-b6c382f9f39f?placeSlug=giper_gwhxm,Козинаки DELISSE Восточные 360г,150RUB,360г
https://eda.yandex.ru/retail/lenta/product/6c3fd3fc-7a56-4cb4-a1c0-9528e8380001?placeSlug=giper_gwhxm,Сироп BONVIDA со вкусом Соленая карамель,354RUB,1л
https://eda.yandex.ru/retail/lenta/product/29206bec-7ed3-4425-8cf1-78a5f298e284?placeSlug=giper_gwhxm,Сироп BONVIDA со вкусом Гренадин,367RUB,1л
https://eda.yandex.ru/retail/lenta/product/e42e40e1-d10c-4e96-90d6-4231fb9cd0cb?placeSlug=giper_gwhxm,Сироп десертный Premium Club Соленая карамель 250 мл,108RUB,250мл
https://eda.yandex.ru/retail/lenta/product/502de6b2-9d39-4f79-b2e8-6494dd79cef2?placeSlug=giper_gwhxm,Сироп BONVIDA со вкусом Лесной орех,367RUB,1л
https://eda.yandex.ru/retail/lenta/product/94bd49e8-0c37-41e8-9e55-62adfffc8cb5?placeSlug=giper_gwhxm,Сироп Mr. Djemius Zero Сгущеное молоко низкокалорийный,401RUB,330г
https://eda.yandex.ru/retail/lenta/product/f4a3a4a8-05d9-4668-9747-37c6128f5873?placeSlug=giper_gwhxm,Топпинг Махеевъ мягкая карамель со сгущенным молоком,111RUB,300г
https://eda.yandex.ru/retail/lenta/product/dc9b941c-325e-4bf7-9fc3-24a78dc59e03?placeSlug=giper_gwhxm,Сироп десертный Premium Club со вкусом земляники 250 мл,108RUB,250мл
https://eda.yandex.ru/retail/lenta/product/119fc2dd-234c-4785-a188-7a5481ee26ad?placeSlug=giper_gwhxm,Сироп BONVIDA со вкусом Ваниль,354RUB,1л
https://eda.yandex.ru/retail/lenta/product/f6cb8206-059f-4250-98e8-8031176b681a?placeSlug=giper_gwhxm,Сироп из топинамбура Купецкий дом Посадъ натуральный,208RUB,330мл
https://eda.yandex.ru/retail/lenta/product/5fee5a5f-4e95-4db2-aa6e-bd110f0797d3?placeSlug=giper_gwhxm,Продукт молокосодержащий ЛЕНТА Мягкая карамель 5% без змж,140RUB,400г
https://eda.yandex.ru/retail/lenta/product/ddc70805-44d4-4faf-a04b-f96cb4d35acd?placeSlug=giper_gwhxm,Печень говяжья ЛЕНТА зам вес до 1.0 кг,458RUB,1кг
https://eda.yandex.ru/retail/lenta/product/bc02a5af-421f-4da5-a830-6b15d9690c7a?placeSlug=giper_gwhxm,Сердце говяжье ЛЕНТА замороженное вес до 1.0кг,509RUB,1кг
https://eda.yandex.ru/retail/lenta/product/baac1905-a021-4a24-a5de-e671d15a2cba?placeSlug=giper_gwhxm,Печень свиная 365 ДНЕЙ субпродукт мясной зам вес до 1.0 кг,147RUB,1кг
https://eda.yandex.ru/retail/lenta/product/fbc639aa-6ec8-4444-a7c2-09d05ebf3f2c?placeSlug=giper_gwhxm,Язык ЛЕНТА говяжий замороженный вес до 1.5кг,1392RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/a62f74aa-f25a-4d33-8c9e-65439669006d?placeSlug=giper_gwhxm,Свинина карбонад ЛЕНТА FRESH без кости кусок охлажденный вес.,370RUB,1кг
https://eda.yandex.ru/retail/lenta/product/ee082e66-8d2c-4af2-bb7a-f783a79fdfcb?placeSlug=giper_gwhxm,Свинина ЛЕНТА FRESH СП окорок без кости кусок охлажденный вес до 1.0кг,340RUB,1кг
https://eda.yandex.ru/retail/lenta/product/f83b1f81-79e3-47d3-9c44-3dd9aed4eb39?placeSlug=giper_gwhxm,Говядина мякоть охлажденная ЛЕНТА FRESH СП вес 	 ,770RUB,1кг
https://eda.yandex.ru/retail/lenta/product/720b9201-d186-4707-bfd8-0984942b643a?placeSlug=giper_gwhxm,Говядина гуляш бескостный полуфабрикат охлажденный ЛЕНТА FRESH СП до 500г,385RUB,500г
https://eda.yandex.ru/retail/lenta/product/0f88797c-72dc-4337-b3de-0c6f2caeb1d3?placeSlug=giper_gwhxm,Свинина грудинка полуфабрикат охлажденный ЛЕНТА FRESH СП до 500г,205RUB,500г
https://eda.yandex.ru/retail/lenta/product/942e33e4-ee3f-4bb7-9755-c2c0216c8ffe?placeSlug=giper_gwhxm,Свинина лопатка без кости кусок категории Б охлажденный вес до 1.2 кг,384RUB,1.2кг
https://eda.yandex.ru/retail/lenta/product/03cb02b4-2bf2-460c-b51f-4fa5baf49bc3?placeSlug=giper_gwhxm,Говядина на кости охлажденная ЛЕНТА FRESH СП вес до 1.0кг,570RUB,1кг
https://eda.yandex.ru/retail/lenta/product/b97daca1-c4ef-43a6-bec8-9b753102183b?placeSlug=giper_gwhxm,Свинина окорок на кости полуфабрикат охлажденный до 2.3 кг,450RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/6bf73c32-a672-451b-8e5b-03ded0bb8285?placeSlug=giper_gwhxm,Свинина рулька на кости охлажденная вес до 1.4 кг,375RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/bd82aef8-0316-4395-af7b-e0697e9ffc1a?placeSlug=giper_gwhxm,Филе грудки индейки ЛЕНТА FRESH СП охлажденное вес до 1.0 кг,459RUB,1кг
https://eda.yandex.ru/retail/lenta/product/443257d3-f1d8-479d-ba3c-0c23a457fd64?placeSlug=giper_gwhxm,Филе бедра индейки охлажденное вес ,500RUB,1кг
https://eda.yandex.ru/retail/lenta/product/c75af9e5-f815-4f58-aae5-25fcb5086ef5?placeSlug=giper_gwhxm,Стейк из грудки индейки Индилайт охлажденный,466RUB,525г
https://eda.yandex.ru/retail/lenta/product/ea144f30-c438-466c-9d1d-5a38cf2c15e5?placeSlug=giper_gwhxm,Фарш Индилайт Классический охлажденный,273RUB,450г
https://eda.yandex.ru/retail/lenta/product/0a48540a-0aef-42ce-992e-418e995c91ce?placeSlug=giper_gwhxm,Шницель из индейки Индилайт охлажденный,372RUB,400г
https://eda.yandex.ru/retail/lenta/product/e39ef018-c8fc-4b8e-97d0-538324d09be2?placeSlug=giper_gwhxm,Филе грудки индейки Инди Лайт охлаждённое,466RUB,500г
https://eda.yandex.ru/retail/lenta/product/bfc66331-6f9d-4919-9ce4-9e766ac67c52?placeSlug=giper_gwhxm,Филе куриное ПЕТЕЛИНКА охл. подложка вес до 1.0кг,579RUB,1кг
https://eda.yandex.ru/retail/lenta/product/e7e76d6f-8cc8-4e39-be10-9d054f6b3695?placeSlug=giper_gwhxm,Филе куриное ПЕТЕЛИНКА с бедра охл. подложка вес до 1.0кг,590RUB,1кг
https://eda.yandex.ru/retail/lenta/product/96da13ad-84d2-4065-8580-8a5eb100806f?placeSlug=giper_gwhxm,Голень куриная ПЕТЕЛИНКА охл. подложка вес до 1.3кг,568RUB,1.3кг
https://eda.yandex.ru/retail/lenta/product/dd682676-2599-4206-abd0-f59bbba6c8b3?placeSlug=giper_gwhxm,Филе бедра индейки Индилайт охлаждённое,318RUB,410г
https://eda.yandex.ru/retail/lenta/product/a8ba1db9-e2bb-4021-bbdd-6190a3a2ab11?placeSlug=giper_gwhxm,Котлета из индейки Индилайт Халяль натуральная,460RUB,500г
https://eda.yandex.ru/retail/lenta/product/d2803da1-4d1d-4afc-a94f-351e8a8df62e?placeSlug=giper_gwhxm,Ребрышки МИРАТОРГ свиные деликатесные охл вес до 1.3 кг,767RUB,1.3кг
https://eda.yandex.ru/retail/lenta/product/5035b510-0c0a-4279-984e-50a93264b8cf?placeSlug=giper_gwhxm,Мякоть бедра мраморная говядина Мираторг Black Angus,1408RUB,800г
https://eda.yandex.ru/retail/lenta/product/cc3f83ce-07d6-486c-bf0a-06001000943f?placeSlug=giper_gwhxm,Фарш говяжий полуфабрикат охлажденный ,265RUB,500г
https://eda.yandex.ru/retail/lenta/product/9942ecdb-1970-4737-af86-af3bd2bcdd69?placeSlug=giper_gwhxm,Фарш куриный Премиум охлажденный весовой до 500г,245RUB,500г
https://eda.yandex.ru/retail/lenta/product/13a1faf0-9653-40a2-a1aa-0c14b075b69b?placeSlug=giper_gwhxm,Фарш Домашний категории В охлажденный вес ,210RUB,500г
https://eda.yandex.ru/retail/lenta/product/f91dc3ed-2f9c-42ce-9d84-a259f9f3bca2?placeSlug=giper_gwhxm,П/ф Фарш свиной Любительский кат.В охл вес до 500г,140RUB,500г
https://eda.yandex.ru/retail/lenta/product/ed00a03c-8609-4556-9201-84783ab74de6?placeSlug=giper_gwhxm,Фарш ЛЕНТА FRESH свиной полуфабрикат охлажденный ,170RUB,500г
https://eda.yandex.ru/retail/lenta/product/041474b7-c29f-439e-8207-566297a7f317?placeSlug=giper_gwhxm,Фарш куриный Любительский 1 сорт полуфабрикат охлажденный ,190RUB,500г
https://eda.yandex.ru/retail/lenta/product/529fc116-5e01-4ce5-ae81-e51cb8f09022?placeSlug=giper_gwhxm,Фарш куриный Петелинка Премиум из филе грудки,239RUB,450г
https://eda.yandex.ru/retail/lenta/product/a7c87dfb-e684-40d5-8883-cab8bcbd0688?placeSlug=giper_gwhxm,Фарш из индейки полуфабрикат охлажденный ,260RUB,500г
https://eda.yandex.ru/retail/lenta/product/1796ad7c-6caf-4199-a99e-cbbacd714a52?placeSlug=giper_gwhxm,Фарш говяжий ЛЕНТА FRESH 400г,272RUB,400г
https://eda.yandex.ru/retail/lenta/product/6b4e4a9b-9d17-440a-90f7-d99a627d4cda?placeSlug=giper_gwhxm,Котлеты ЛЕНТА FRESH СП Домашние из свинины и говядины полуфабрикат охлажденный до 500г,165RUB,500г
https://eda.yandex.ru/retail/lenta/product/424333f4-3350-4670-a211-524795843926?placeSlug=giper_gwhxm,Крылья куриные Барбекю полуфабрикат охлажденный вес,525RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/cb502dde-92c1-4d7d-bd4c-ef6058204841?placeSlug=giper_gwhxm,Куриная голень в тайском маринаде Чили полуфабрикат охлажден ,465RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/27da74fc-8d6a-4ae3-8640-f689e4d16d79?placeSlug=giper_gwhxm,Свинина Деликатесная до 1.0 кг,282RUB,600г
https://eda.yandex.ru/retail/lenta/product/50d56856-296d-4301-a719-44b9f2de8597?placeSlug=giper_gwhxm,Бедро в маринаде Сациви полуфабрикат охлажденный до 1.5 кг,450RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/79e26711-5432-4504-805d-3f30ddf6ac2c?placeSlug=giper_gwhxm,Куриное филе Деликатесное полуфабрикат охлажденный ,675RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/f0f2ec69-80dc-49e7-a50d-0663521ccd96?placeSlug=giper_gwhxm,Котлета для бургера из говядины PREMIUM CLUB 390г,272RUB,390г
https://eda.yandex.ru/retail/lenta/product/52d51698-a365-4a3b-8777-cfc39381e8ce?placeSlug=giper_gwhxm,Крылья куриные в остром маринаде полуфабрикат охлажденный до 1.0кг,525RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/3e9fb4be-b0dc-4d23-a5f1-78496c67fe5b?placeSlug=giper_gwhxm,Шницель куриный Троекурово рубленый в панировке,208RUB,350г
https://eda.yandex.ru/retail/lenta/product/87fed1e0-6288-460e-93ad-2cfaf8dec6dc?placeSlug=giper_gwhxm,Оболочка свиная натуральная 5м,306RUB,50г
https://eda.yandex.ru/retail/lenta/product/0199cc42-f8d1-4410-82c4-48dd5d22e770?placeSlug=giper_gwhxm,Шашлык Лента Fresh из куриных окорочков в майонезе полуфабрикат охлажденный вес.,450RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/d9c8eaf4-a0f3-4173-9ccd-632d1e8c0ccd?placeSlug=giper_gwhxm,Шашлык из свиного окорока Деликатесный в майонезе полуфабрикат охлажденный вес до 1.0 кг,726RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/1efd7461-9bf7-4a48-a32f-3bba8097a184?placeSlug=giper_gwhxm,П/ф Шашлык из свиного окорока в маринаде Грузинский вес до 1.0 кг,660RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/ff908593-4075-4bc5-9c8b-71779f1e3538?placeSlug=giper_gwhxm,Шашлык из свиной шейки Премиум полуфабрикат охлажденный ЛЕНТА FRESH СП до 1.5кг,1122RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/ba2a02e6-b761-457e-a7e1-51c64ead2320?placeSlug=giper_gwhxm,Колбаски мясокрупяные полуфабрикат охлажденный до 1.0 кг,198RUB,600г
https://eda.yandex.ru/retail/lenta/product/c5c18622-072b-48bc-be2f-de0217f7bb5f?placeSlug=giper_gwhxm,Шашлык из свиной шейки в маринаде Брусничный полуфабрикат ох до 1.0 кг,840RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/32d12c75-cc9d-483a-a2d2-05bf8392069a?placeSlug=giper_gwhxm,Шашлык из свиной лопатки в маринаде Алабама полуфабрикат охл до 1.0 кг,735RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/33a42bb9-6e18-4fd2-8aa2-327a282b97ab?placeSlug=giper_gwhxm,Шашлык из свиного окорока в кефире полуфабрикат охлажденный до 1.0 кг,645RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/d6fe5ed6-10e6-4752-8f6e-03c9cac26686?placeSlug=giper_gwhxm,Индейка филе грудки Деликатесное полуфабрикат охлажденный до 1.5 кг,735RUB,1.5кг
https://eda.yandex.ru/retail/lenta/product/2c92b8e7-3d67-49dd-9208-ae68396b8db9?placeSlug=giper_gwhxm,Купаты куриные с моцареллой полуфабрикат охлажденный вес.,270RUB,600г
https://eda.yandex.ru/retail/lenta/product/b75bc0ea-b438-4825-ac2f-c0e1381237b8?placeSlug=giper_gwhxm,Печень цыплят-бройлеров охл. вес до 1.0 кг,275RUB,1кг
https://eda.yandex.ru/retail/lenta/product/3b4c4ed5-9fad-4c83-b689-24ce82838a5c?placeSlug=giper_gwhxm,Сердце ЛЕНТА свиное замороженное вес до 1.0кг,428RUB,1кг
https://eda.yandex.ru/retail/lenta/product/0d259095-b177-4f56-be54-fe14891787ff?placeSlug=giper_gwhxm,Язык свиной ЛЕНТА замороженный вес до 1.0кг,660RUB,1кг
https://eda.yandex.ru/retail/lenta/product/7e3b6d65-ae0f-462b-959b-86018005d229?placeSlug=giper_gwhxm,Шеи куриные охл. вес до 1.1кг,136RUB,1.1кг
https://eda.yandex.ru/retail/lenta/product/79f46be2-545b-408d-9d91-b9a5caa05d92?placeSlug=giper_gwhxm,Ноги утиные УЛЫБИНО зам пакет вес до 950г,103RUB,950г
